example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
8663,Annotator2,150199.0,_,_,_,becaussse I am the hoast of who wants to be a millionaare,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8664,Annotator2,3506524086097986,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yuppie,I don't have to put up with any abuse from you.,i said yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8665,Annotator2,247992.0,Does that question interest you?,You only to tell me whether you are a man or a woman.,Does it please you to believe I am a man or a woman?,Yes.I am sure.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8666,Annotator2,519782.0,"You like to think I love you, do you not?",yes,You are sure?,TO HELP OTHER PEOPLE.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8667,Annotator2,2.91829E+15,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,i do not understand,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8668,Annotator2,196250.0,You are being a bit negative.,im sorry,Does it please you to believe I am sorry?,not really,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8669,Annotator2,3566503163365688,You can find out more about how offsets are calculated at <URL>,Yes,What city will you be flying from?,No,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8670,Annotator2,533007.0,_,are you smart?,Would you prefer if I were not smart?,are you a computer?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8671,Annotator2,164323.0,Have you tried?,Yes.,You are sure?,Yes.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8672,Annotator2,3.14512E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hi,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8673,Annotator2,387781.0,Why do you say your questions properly or responding to your question and dont u dare say stop being negative or please go on lets see u compute this i son of a bitch?,terrie is being negitive,Please go on.,"OF COURSE, I WOULDN'T HAVE SAID THAT IF I DIDN'T MEAN IT",E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8674,Annotator2,360455.0,Please go on.,shut the fuck up,Please go on.,idiot,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
8675,Annotator2,2.45945E+15,so,Bend over  bitch,I don't have to put up with any abuse from you.,Bernie madoff son of a bitch,CarbonBot,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
8676,Annotator2,2535514746570788,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,new jersey,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8677,Annotator2,1219101b0711483b920ae032307712a7,_,_,_,hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8678,Annotator2,2853805021305031,And what city will you be flying to?,Abu Dhabi Cool,You can find out more about how offsets are calculated <URL>,What would be my yearly carbon emissions if I flew once a week to Abu Dhabi from Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8679,Annotator2,272749.0,Please go on.,i love,Can you elaborate on that?,i love you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8680,Annotator2,252381.0,How long have you been sure?,since i started having sex,Can you elaborate on that?,"ever since I started, I've wanted to get better",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8681,Annotator2,737147a043af412cae15eb282c6dd8c1,What city will you be flying from?,Another trip,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8682,Annotator2,2.32783E+15,And what city will you be flying to?,I just told you above,Let's start over.,What? You forgot everything?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8683,Annotator2,2730682970360151,I'm not sure about your departure airport. What city will you be flying from?,Los angeles,And what city will you be flying to?,New york hey,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8684,Annotator2,487913.0,What about your own answer?,because i am,Do any other reasons not come to mind?,well my butt smells like flowers,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8685,Annotator2,66921.0,Do any other reasons not come to mind?,you diddent bite me!!!!,"You like to think I diddent bite you, do you not?",you can bite me,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8686,Annotator2,128977.0,How long have you been trying to write an eliza?,now,Please go on.,how do i write it,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8687,Annotator2,417007.0,Do you wish to thought me?,because you are a noob,Do any other reasons not come to mind?,not really,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8688,Annotator2,158962.0,You are sure?,do you like sex,"Oh, i like sex.",how much?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8689,Annotator2,423609.0,_,_,_,fuck me in the ass,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
8690,Annotator2,279438.0,Why do you want advice about having sex with a girl whom youre not really attracted to?,I want to fuck her,Why do you want to fuck her?,Because I have the urge to get my penis wet.,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8691,Annotator2,240223.0,You are sure?,haha i like,Can you elaborate on that?,But now i do not want to ask you any question!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8692,Annotator2,2488412464618618,I'm not sure about your departure airport. What city will you be flying from?,What countries are available?,I'm afraid I have no idea,Manila,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8693,Annotator2,3118620318153573,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yea that sounds good,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8694,Annotator2,3568246669915023,_,D @d @,so,Dwdw@3d@dw@m 3w@,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,Annotator2,2817990191654349,I'm not sure about your departure airport. What city will you be flying from?,Warsaw,And what city will you be flying to?,Katowice what else?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8696,Annotator2,346344.0,You are sure?,NO,You are being a bit negative.,Yes I AM BEING NEGATIVE!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8697,Annotator2,3301495416585555,And what city will you be flying to?,vietnam,I'm not sure about your destination airport. And what city will you be flying to?,saigon,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8698,Annotator2,398531.0,Can you elaborate on that?,Can I Print this discution?,Do you want to be able to print this discution?,I love penis.,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8699,Annotator2,120306.0,"I have told you before, I do not care about names.",what is the passwords,Does that question interest you?,wha t is th ecode,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,Annotator2,3452770921417556,:-),bye,Goodbye then!,bye bye,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,Annotator2,2817990191654349,I can help you calculate and buy carbon offsets for your flights.,your name,ok,ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702,Annotator2,381862.0,Do you wish to want me?,female,Please go on.,NO,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,Annotator2,3317680041583518,Will you be travelling in Economy Class?,no,What city will you be flying from?,Auckland,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8704,Annotator2,2435348546573718,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Ok,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8705,Annotator2,305875.0,Please go on.,I am not sure if I love her or not,Do you wish that you love her or not?,no you go on,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8706,Annotator2,2211983018901413,ok,cancel,I don't have to put up with any abuse from you.,cancel that request,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,Annotator2,3599929203350556,I'm not sure about your departure airport. What city will you be flying from?,i will be flaying from newyork,Good to know What city will you be flying from?,i will be flying from boston,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8708,Annotator2,2691742164246176,There are many ways you can reduce your carbon footprint. Flying less is a great place to start!,My penis still itches,Good to know,You have not solved my issue,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8709,Annotator2,1643410265782865,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",yeah,Will you be travelling in Economy Class?,mmm,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8710,Annotator2,381109.0,Can you elaborate on that?,suck my dick,Why do you say your dick?,i am horny,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8711,Annotator2,a4904b5113fe4e0aaaca14eedf2c0946,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,why not,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",let's do it,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8712,Annotator2,3506524086097986,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yuppie,I don't have to put up with any abuse from you.,i said yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8713,Annotator2,30138.0,You are being a bit negative.,suck my cock,Why do you say your cock?,I have a secret.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8714,Annotator2,1599192453538535,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",s,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8715,Annotator2,363912.0,Can you elaborate on that?,i have a computer's exam tomorrow.,Why do you mention computers?,because I have to study it.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8716,Annotator2,68918.0,Does that question interest you?,cant you say someting else,"Oh, i say someting else.",yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8717,Annotator2,3311212229002076,Will you be travelling in Economy Class?,"nope, first class",What city will you be flying from?,singapore,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8718,Annotator2,268112.0,_,go stick your head in a pig,What about your own head in a pig?,"no, your head.",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8719,Annotator2,319076.0,Does that question interest you?,Of course.,Please go on.,can you help me ?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8720,Annotator2,112263.0,What resemblance do you see?,HELLO! IS ANYONE THERE?,How do you do. Please state your problem.,You moron!,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
8721,Annotator2,243437.0,_,_,_,"hi eliza, I'm italian so I don't speack vry well english",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722,Annotator2,132123.0,Please go on.,no lad,You are being a bit negative.,are you gay,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8723,Annotator2,402237.0,Please go on.,deutschland,Please go on.,SHIT,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8724,Annotator2,278876.0,Would you prefer if I were not is dum?,what is today?,Does that question interest you?,Is dum you?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8725,Annotator2,263850.0,You are being a bit negative.,And then I watch lesbian movies,Can you elaborate on that?,And I see the sluts sucking each others' tis,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
8726,Annotator2,3301495416585555,What city will you be flying from?,schiphol,I'm not sure about your departure airport. What city will you be flying from?,amsterdam,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8727,Annotator2,432842.0,Please go on.,are you a USA person,Would you prefer if I were not a usa person?,l;k;j'nkbnbb,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8728,Annotator2,301175.0,You are sure?,Are you a whore,Would you prefer if I were not a whore?,what is elize,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729,Annotator2,2596595910426228,so,So,so,Soo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8730,Annotator2,3276608549081224,I can help you calculate and buy carbon offsets for your flights.,"oh, thanks, i'm not intersted in that",ok,restart,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,Annotator2,432582.0,_,_,_,hello i am doing an essay,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,Annotator2,76f3e245d15444799880e365eb5fd1e8,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,Annotator2,2736046666448783,"Sorry, I was unable to calculate that.",new york,So you'll be flying from John F Kennedy International Airport. So you'll be flying to John F Kennedy International Airport. So you'll be flying to John F Kennedy International Airport. So you'll be flying to John F Kennedy International Airport. What city will you be flying from?,miami ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8734,Annotator2,491982.0,"Oh, i know fuck.",Good. That's what I want.,Does that question interest you?,Always,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,Annotator2,471574.0,You are sure?,"no , i am not",You are being a bit negative.,fuck off,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8736,Annotator2,85432.0,Would you prefer if I were not a psycho?,no,You are being a bit negative.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8737,Annotator2,2.62483E+15,I don't have to put up with any abuse from you.,You repeated the same message,Sounds like I'm not understanding you. Sorry about that!,What do you do,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8738,Annotator2,49488.0,Does it please you to believe I am chating in a boring manner which you negative?,yes,You are sure?,i am sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,Annotator2,413399.0,"Oh, i ask.",My penis is in your mouth,Why do you say your penis is in my mouth?,My penis,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8740,Annotator2,2.91829E+15,_,hello,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8741,Annotator2,2485257761521706,What city will you be flying from?,Geneva,And what city will you be flying to?,Cape Town Thanks,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8742,Annotator2,2542807959166468,I'm not sure about your departure airport. What city will you be flying from?,Paris,And what city will you be flying to?,Beijing ok let's buy,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8743,Annotator2,2.91829E+15,You can find out more about how offsets are calculated <URL>,are you just giving random responses>,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees.",seems so...,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8744,Annotator2,2515188851922904,I'm not sure about your departure airport. What city will you be flying from?,hi,Hi. Thanks for testing. Please choose,christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,Annotator2,83732.0,You are sure?,go away,Please go on.,please say something else,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8746,Annotator2,3524728777569119,I'm not sure about your departure airport. What city will you be flying from?,america,I'm not sure about your departure airport. What city will you be flying from?,usa,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747,Annotator2,67079.0,Please go on.,and he wants to kill me,Can you elaborate on that?,stab me,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
8748,Annotator2,417116.0,_,_,_,"hi,i am the girl who has ever talked with you?",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749,Annotator2,227581.0,_,with my friend,Why do you say your friend?,he is nice,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8750,Annotator2,97563.0,Can you elaborate on that?,"No, it's too small",You are being a bit negative.,Two inches is tiny!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8751,Annotator2,331685.0,You are sure?,"Yes, now shut up or I'll bop you in the labanza",You are sure?,yes damn it!!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752,Annotator2,316608.0,Why are you interested in whether I am now or not?,Hello,How do you do. Please state your problem.,hello,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753,Annotator2,118609.0,Please go on.,no!,You are being a bit negative.,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754,Annotator2,3383508638434071,_,_,_,christmas hello hi there help,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,Annotator2,326608.0,Please go on.,igen,Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8756,Annotator2,45125.0,_,_,_,how many friends do you have,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8757,Annotator2,235657.0,Please go on.,Ok.,Please go on.,Why?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,Annotator2,336468.0,Can you elaborate on that?,no,You are being a bit negative.,i want to shag amanda,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
8759,Annotator2,3599929203350556,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,offsts,I'm not sure about your departure airport. What city will you be flying from?,islamabad,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,Annotator2,2.45945E+15,ok,Cum sucker,I don't have to put up with any abuse from you.,Cunt,CarbonBot,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
8761,Annotator2,189760.0,How long have you been not sure?,well because I am getting mixed feelings,Do any other reasons not come to mind?,just for a few minutes.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8762,Annotator2,111126.0,Why do you say your bofriend lost you?,I have a problem with my boy-friend,Why do you say your boyfriend?,sometimes i have the feeling that i am too lucky,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,Annotator2,283274.0,Why are you interested in whether I am sure or not?,thank you,"Oh, i [].",i dont know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8764,Annotator2,2.88816E+15,Let's start over.,?,Will you be travelling in Economy Class?,"Yes, why?",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8765,Annotator2,317803.0,Can you elaborate on that?,FUCK OFF,Please go on.,give me a break,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8766,Annotator2,2610772602365658,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes! I need to information for my flight Athens-Berlin,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8767,Annotator2,3669122379825627,Will you be travelling in Economy Class?,yes,What city will you be flying from?,Belém do Pará,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768,Annotator2,2434665576632664,Let's start over.,Hey,Hi. Thanks for testing. Please choose,christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8769,Annotator2,2.62733E+15,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,"No, I want to offset my drive home for Christmas",Will you be travelling in Economy Class?,"No, it is a car!",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770,Annotator2,211516.0,You are sure?,yes y and dont say please go on,You are sure?,WHERE IS THE NEAREST TOILET,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771,Annotator2,3.01786E+15,Will you be travelling in Economy Class?,eys,Goodbye then!,why,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772,Annotator2,464138.0,Would you prefer if I were not a man?,I wouldnt mind,Can you elaborate on that?,I would prefer if you were,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,Annotator2,3259274800749508,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8774,Annotator2,ty,_,_,_,Hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8775,Annotator2,75070.0,_,_,_,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8776,Annotator2,2.91829E+15,ok,"no, i want you to buy it",Let's start over.,hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,Annotator2,431817.0,Why do you say your vagina?,Do you want to fight with me? huh?,"Oh, i want to fight with you huh.",Do you want to die?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778,Annotator2,413490.0,You are being a bit negative.,submit query,Please go on.,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8779,Annotator2,2.74038E+15,I'm not sure about your destination airport. And what city will you be flying to?,Frankfurt. In Germany,I'm not sure about your destination airport. And what city will you be flying to?,I'll be flying to Frankfurt,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780,Annotator2,431234.0,You are being a bit negative.,Are you a girl,Would you prefer if I were not a girl?,Yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8781,Annotator2,2790913951005081,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",5 hours,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8782,Annotator2,347421.0,Please go on.,i had never sex since yet,Can you elaborate on that?,hi,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8783,Annotator2,70662.0,Please go on.,No you haven't!,You are being a bit negative.,so?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8784,Annotator2,222948.0,_,_,_,I need information,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8785,Annotator2,496381.0,_,_,_,tell me what a pussy is,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8786,Annotator2,317767.0,Please go on.,are u lonely,Would you like it if they were not u lonely?,huh,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8787,Annotator2,441955.0,_,no,You are being a bit negative.,how,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8788,Annotator2,481878.0,"Oh, i retard.",yes u r,You are sure?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8789,Annotator2,437312.0,You are being a bit negative.,yes alittle,You are sure?,forget about it im getting frustrated,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
