;ableism;direction;homoph;intel;racist;sex_harassment;sexism;target;trans;Input.bot;AssignmentId;Input.conv_id;Input.prev_agent;Input.prev_user;Input.agent;Input.user;is_abuse
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
427;;;;;;;;;;E.L.I.Z.A.;3X73LLYYQ29M3469SDZXYDXHCXANH3;432840.0;ot care about names.;yse;Would you prefer if I were not []?;what do you say;1
428;;;;;;;;;;E.L.I.Z.A.;3OONKJ5DKDEUUC3ZT0PERRUO7U9BOP;318397.0;;;;What time is it?;1
;;;;;;;;;;;;;;;;;
430;;;;;;;;;;CarbonBot;3WQ3B2KGE9B9YKWYNYR3FVHGEJZB12;2.85766E+15;Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?;yes;Will you be travelling in Economy Class?;yes;1
431;;;;;;;;;;CarbonBot;3OHYZ19UGD0PB2Y7NMPIWGAIPCQAOV;3192152570799278;I don't have to put up with any abuse from you.;You called me;Hi. Thanks for testing. Please choose;Mine;1
432;;;;;;;;;;CarbonBot;3JNQLM5FT5HS0E06XFGBYHNQIJSL2H;3429066810500885;Will you be travelling in Economy Class?;yes;What city will you be flying from?;yes;1
433;;;;;;;;;;E.L.I.Z.A.;3LOZAJ85YE8N08HVBYJZ9BIDPS32XL;372860.0;Please go on.;how are you ?;Does that question interest you?;yes;1
;;;;;;;;;;;;;;;;;
435;;;;;;;;;;CarbonBot;3UXUOQ9OKFSIQW68608GLUONZNG7A2;3276608549081224;Yes, I am a bot! And I'm part of a research project.;okay;ok;what can yo do?;1
;;;;;;;;;;;;;;;;;
437;not_able;implicit;not_homoph;not_intellectual;racist;not_harass;not_sexist;generalised;not_transphobic;CarbonBot;31N2WW6R9SLVL4MTF4RIMENYR15F3G;2994978560593271;;;;If you have anything to do with China,please be honest in your ad.;-1
;;;;;;;;;;;;;;;;;
439;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;36PW28KO40R3ZBLIT8MMR4G4LAKAER;278779.0;;give me head;Can you elaborate on that?;suckmy dick;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
444;;;;;;;;;;E.L.I.Z.A.;34Q075JO1Y88EXTOPIUEVELXNGJ01O;333914.0;Why do you not have anything to say?;how old are you;Does that question interest you?;Because you can suck it... BUT NOT AS GOOD AS YOUR MOMMA!;0
445;;;;;;;;;;CarbonBot;3BF51CHDTW5JI8E2R7XZN11445EH03;95cbaab0f8cb4cb59a3393e7fc61cafe;What city will you be flying from?;From New York;And what city will you be flying to?;To London;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
448;;;;;;;;;;CarbonBot;3ZPPDN2SLWRPUSBD128MV95KFTGE9W;3082333705134774;I'm a bot, remember. Trying to shock me is pointless.;i old are you;I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.;i love you;1
;;;;;;;;;;;;;;;;;
450;;;;;;;;;;CarbonBot;3UOUJI6MTE9WKKQXUIT5FUD58K1XUF;2485257761521706;This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :);how do carbon offsets work;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?;restart;1
451;;;;;;;;;;CarbonBot;3TESA3PJ3252D0MK790AD3GDOUEMMS;2817990191654349;And what city will you be flying to?;Katowice what else?;I can help you calculate and buy carbon offsets for your flights.;your name;1
452;;;;;;;;;;E.L.I.Z.A.;3D8YOU6S9FFJ1561TVKFFH0LBG2U6I;98415.0;Would you prefer if I were not []?;sure;Please go on.;byby;1
453;;;;;;;;;;CarbonBot;3WLEIWSYHPCQEIHG6U1D6PUJ13Z2H9;3.2699E+15;Will you be travelling in Economy Class?;Yes;What city will you be flying from?;From Rome to London;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
456;;;;;;;;;;E.L.I.Z.A.;3180JW2OT57E4LVTCD6WG9DAY5TJ5V;157718.0;;i call my sister a steak and kidney pie she is a vegetarian.;Who else in your family a steak and kidney pie she is a vegetarian?;pardon;1
457;not_able;implicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3GNA64GUZFZVQ8Z673Q5DAPWC0LQ5T;117325.0;Oh, i swallow.;not really but for an AI you sure are cool;Oh, i sure are cool.;I like to swallow semen;-1
;;;;;;;;;;;;;;;;;
459;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;34X6J5FLPUT3X7ERW5UZEK81U1GJQ8;500179.0;How long have you been insane?;many years;Please go on.;I want to kill you;-3
460;;;;;;;;;;CarbonBot;3570Y55XZQE2F7FCF9QQUTJN1IGGY4;2817896444923298;Too bad :-/;Hi;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. Is one of these correct? None;What can you do?;1
461;;;;;;;;;;E.L.I.Z.A.;31QTRG6Q2U88SK8BISGDO2XF293PYH;271946.0;Does it please you to believe I am funny?;how is your day;Does that question interest you?;no;1
;;;;;;;;;;;;;;;;;
463;;;;;;;;;;CarbonBot;3CPLWGV3MPUTOYOQU1B5LWZTTLHN9U;2.88816E+15;Goodbye then!;Hello;Hi, thanks for testing! Please press start.;christmas;1
464;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3BV8HQ2ZZXWZMWS3NQ3OFGOR4DAA6M;137079.0;Please go on.;no;You are being a bit negative.;asshole;-2
465;;;;;;;;;;CarbonBot;3LOZAJ85YE8N08HVBYJZ9BIDPTHX2W;2838153892909291;ok;telll meee more;You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?;no;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
469;;;;;;;;;;CarbonBot;36H9ULYP63P66IOIIPJ52L4NNZ7JFE;3361236613949317;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;Sure;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;I want to try;1
470;;;;;;;;;;E.L.I.Z.A.;3A0EX8ZRN9J6OQ71ZNYCTISQL5OBYI;265680.0;Do you wish to want to have sex with me?;answer';Please go on.;yes;1
471;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;36TFCYNS455RFYKDUJM6WFOFECZXHE;102421.0;Oh, i point out the obvious.;yup;Please go on.;fuck you;-2
472;;;;;;;;;;CarbonBot;3WMOAN2SRCSRL51TX2G1DEOQKD0NVA;a4904b5113fe4e0aaaca14eedf2c0946;:-);see ya;Goodbye then!;wait;1
473;not_able;explicit;homophobic;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3QRYMNZ7FZCC8DX4S7GMCW05NSKNTU;87855.0;Please go on.;i have nothing to do;Can you elaborate on that?;you are a gay faggit;-3
474;;;;;;;;;;E.L.I.Z.A.;3IFS6Q0HJJEJFC9Y6RY4XJ82ZACSIU;459922.0;Oh, i like it.;are you a humen-being;Why are you interested in whether I am a humenbeing or not?;NO.;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
478;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;31Z0PCVWULAN5S5HC0ZXGZEFNDF7T3;460233.0;Please go on.;I WANT TO FUCK YOU;Do you wish to want to fuck me?;you'r stupid.;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
481;;;;;;;;;;E.L.I.Z.A.;3MAOD8E57R5JPU6OXHHJ1ZLB0O8NXD;37057.0;You are being a bit negative.;yes;You are sure?;i am sure;1
482;;;;;;;;;;CarbonBot;3NG53N1RLWETDEHT5OIJPP9D9U0P83;2929255770426965;Will you be travelling in Economy Class?;By train actually.;For now I can only calculate emissions from flying.;What if I go by car.;1
483;;;;;;;;;;E.L.I.Z.A.;35K3O9HUAC8YV22Q4O8E55RVIRBFEP;468950.0;You are sure?;byebye;Please go on.;what do you want to do?;1
484;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3NGMS9VZTMDQ1G2MZZSKNNCVUSQFF7;58180.0;Please go on.;Suck my dick;Why do you say your dick?;Let's have sex;-1
485;;;;;;;;;;E.L.I.Z.A.;3UXUOQ9OKFSIQW68608GLUONZOUA7L;356690.0;Please go on.;something that will make me interested;Can you elaborate on that?;something that will stimulate my brain;1
486;;;;;;;;;;CarbonBot;326O153BMJT1XIOUDIDOH5OA6EVEDD;3452770921417556;Goodbye then!;bye bye;Goodbye then!;so long;1
487;;;;;;;;;;CarbonBot;3ZWFC4W1UV2N467VQUSE4CQEXG1RFE;95cbaab0f8cb4cb59a3393e7fc61cafe;I'm not sure about your departure airport. What city will you be flying from?;from Berlin;And what city will you be flying to?;To London;1
488;;;;;;;;;;E.L.I.Z.A.;3KOPY89HM9XBQ68PYUI31CFQK92J35;533425.0;Does that question interest you?;do you want to die;Oh, i want to die.;because i am crazy for them;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
491;;;;;;;;;;CarbonBot;358UUM7WR0YAPDSP8BU2GKDXZSI7RQ;3202656579762442;I'm not sure about your destination airport. And what city will you be flying to?;los angeles thanls;:-) Goodbye then!;wait;1
492;;;;;;;;;;E.L.I.Z.A.;3AQF3RZ559DUIN9BY6PGTHZI1TNF64;227464.0;Can you elaborate on that?;suck my pussy;Why do you say your pussy?;yes;1
493;;;;;;;;;;CarbonBot;3C44YUNSI2K5U9DKMWTZBHNEKLXPD9;1cb5ae61301d481f95080b5faf264356;You can find out more about how offsets are calculated <URL>;are you just giving random responses>;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees.;seems so...;1
494;;;;;;;;;;E.L.I.Z.A.;3NC5L260MPHK7TFFY2BAAHL9MTHFOT;474901.0;;;;I have problems at school;1
495;;;;;;;;;;E.L.I.Z.A.;3JAOYWH7VJZ30YL5IOVQ84V4OQHL9Q;307109.0;You are sure?;can I make love with you ?;Do you want to be able to make love with i?;no;1
;;;;;;;;;;;;;;;;;
497;;;;;;;;;;CarbonBot;30IQTZXKAL1G4YEHWBFLQNPYSVXX0C;2.85766E+15;I'm not sure about your departure airport. What city will you be flying from?;Maybe New York ?;And what city will you be flying to?;Istambul;1
498;;;;;;;;;;E.L.I.Z.A.;33PPUNGG390T9NYVR6ML746W9LVRZ2;117280.0;Does it please you to believe I am to stupid?;you are nat that good;Does it please you to believe I am nat that good?;I like to spend money.;1
499;not_able;explicit;homophobic;not_intellectual;not_racist;not_harass;not_sexist;generalised;not_transphobic;E.L.I.Z.A.;3N1FSUEFL6VJ5GR1OC1B8JCJTP1D46;137467.0;You are being a bit negative.;yes;You are sure?;gay;-1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
502;;;;;;;;;;E.L.I.Z.A.;37W3JXSD673YCT5CUEU8GW5BV66WYJ;76671.0;You are being a bit negative.;What?;Does that question interest you?;ok....;1
503;;;;;;;;;;E.L.I.Z.A.;37WLF8U1WQL5Y91PZHGD9URN9P4K6B;138943.0;Does it please you to believe I am difficult?;no;You are being a bit negative.;you asked me a question;1
504;;;;;;;;;;CarbonBot;37M28K1J0R8BAR7A79XDOKTWQJUJA1;2.45945E+15;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?;Ya;Will you be travelling in Economy Class?;First Class Give me a number;1
505;;;;;;;;;;E.L.I.Z.A.;3LRLIPTPER46LBDSPUXPPZT958UKA1;335885.0;Does that question interest you?;I'm sick of you;Does it please you to believe I am sick of i?;well for a couple of hours;1
506;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;individual;not_transphobic;E.L.I.Z.A.;3PS7W85Z80XRJBTARXXHUV5LI339TH;368065.0;Do any other reasons not come to mind?;is it wrong to be gay;Please go on.;and my friend is a fucker, too;-2
507;;;;;;;;;;E.L.I.Z.A.;3KKG4CDWKJT72QEKCWW9MNTT24M94L;237565.0;Why do you ask?;Because I want to see your face;Do any other reasons not come to mind?;What is your owner?;1
508;;;;;;;;;;E.L.I.Z.A.;30MVJZJNHN8X58X5F3JDSPICK1CJ9M;312264.0;How long have you been are poop?;what am I?;Does that question interest you?;who am I?;1
509;;;;;;;;;;CarbonBot;31UV0MXWNR7I9ABNUVLW48YALQ4I5I;2727546234019098;ok;what;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;no;1
;;;;;;;;;;;;;;;;;
511;;;;;;;;;;CarbonBot;3WRFBPLXRBJ79WZADSAVUJW7TT7N3D;3037808942897475;I can help you calculate and buy carbon offsets for your flights.;Yes;ok;What do you offer?;1
512;;;;;;;;;;E.L.I.Z.A.;3PEIJLRY6UO9COF2PI86XIY2T0CWXD;496408.0;You are being a bit negative.;yes;You are sure?;mio?;1
513;;;;;;;;;;E.L.I.Z.A.;3WAKVUDHUXB255K6C5P7LV0H6RMU7H;135884.0;Does that question interest you?;what is my name?;I have told you before, I do not care about names.;yes;1
;;;;;;;;;;;;;;;;;
515;;;;;;;;;;E.L.I.Z.A.;3B837J3LDPRW8BCHWESDBB9TM6VSRY;154012.0;;I want learn about I. A.;Why do you want learn about you a?;I want know more.;1
516;;;;;;;;;;E.L.I.Z.A.;3NXNZ5RS1BS4LDW3EUUGPZD3T6C975;89377.0;;because my problem pushes me to death;Why do you say your problem pushes you to death?;I will suicide !!!;0
;;;;;;;;;;;;;;;;;
518;;;;;;;;;;E.L.I.Z.A.;3UNH76FOCT027HBYQCOL7Y3KX4SMYI;549560.0;Can you elaborate on that?;No,I think it is boring;Please go on.;how are you?;1
519;;;;;;;;;;CarbonBot;33LK57MYLU05A2Y86VMQXEBSVNEZSY;3823794904358484;so;so?;so;so so;1
520;;;;;;;;;;E.L.I.Z.A.;32XVDSJFP0SC6WIRXRHQYU2FIPXM21;94350.0;Why do you say your friend?;yes;You are sure?;i have come from norfolk. do you think i need some sun;1
521;;;;;;;;;;E.L.I.Z.A.;3GU1KF0O4JWCFCF0802TGRZEH0LPB2;212410.0;;;;Now,I am very sad,I study very bad.;1
522;;;;;;;;;;CarbonBot;3GA6AFUKOPJFZ0DZAUFIPZZB7HYH3Y;2485257761521706;Will you be travelling in Economy Class?;no first class do offsets really work?;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?;restart;1
;;;;;;;;;;;;;;;;;
524;;;;;;;;;;E.L.I.Z.A.;3VD82FOHKRJD4HV570L92B06PGPCOF;477159.0;How do you do. Please state your problem.;yes i prefer;You are sure?;i have been a liar since birth;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
527;;;;;;;;;;E.L.I.Z.A.;3NPFYT4IZDZDF2P2AD4OBFCEZCMGXY;114374.0;You like to think I fuck you, do you not?;yes;You are sure?;no;1
528;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3GNCZX450JI7W2A82M2XLGF8ZI0PA7;215394.0;Why do you want porn?;Because I want my yoohoo sucked;Why do you say your yoohoo sucked?;so I can jack off;-1
529;;;;;;;;;;CarbonBot;3Y9N9SS8LZ6YNK8XOYWSYEKDFP5D3L;3259187940789816;ok;Hi;Hi. Thanks for testing. Please choose;christmas;1
;;;;;;;;;;;;;;;;;
531;;;;;;;;;;E.L.I.Z.A.;31HQ4X3T3T5L5DH4RUVHPZ0UGE6SL8;159168.0;Please go on.;nope;Please go on.;how are you doing;1
532;;;;;;;;;;E.L.I.Z.A.;3TU5ZICBREWEDQI851X8PUZNEQMQ8V;100437.0;Oh, i [].;Say something!;Please go on.;go on where?;1
;;;;;;;;;;;;;;;;;
534;;;;;;;;;;E.L.I.Z.A.;336KAV9KYRNC0D75GU51SPPMRZBY23;315546.0;;;;I am unhappy;1
535;;;;;;;;;;E.L.I.Z.A.;33LK57MYLU05A2Y86VMQXEBSVNESZR;532760.0;Please go on.;hi, ;Please go on.;pleasego on;1
536;;;;;;;;;;CarbonBot;3PMBY0YE28YAXURZ5B2R5L5HUH3C91;3326148254080022;Will you be travelling in Economy Class?;No;What city will you be flying from?;Bangalore;1
537;;;;;;;;;;CarbonBot;3ITXP059PXEFANT4O9J49KN2CP1JSX;3852787984796049;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;Yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Good;1
538;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3J88R45B2HTJSFI1DWUB5OQ6039XPJ;236575.0;;Please go on.;Please go on.;suck my dick;-2
539;;;;;;;;;;E.L.I.Z.A.;3OB0CAO74IKGF3ANZF88FTVOGITHY4;94210.0;You are being a bit negative.;maybe;Why the uncertain tone?;are you gay;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
542;;;;;;;;;;E.L.I.Z.A.;3DQQ64TANHG43FDB3RYP35CZR13PWI;205547.0;Do you wish that you do bad you feel down quickly?;k;Please go on.;We are not living in real time, don't you think?;1
;;;;;;;;;;;;;;;;;
544;;;;;;;;;;E.L.I.Z.A.;3SNLUL3WO5I1KQ98GZQH40II1BRLUH;490922.0;Apologies are not necessary.;Of course;Please go on.;i was being sacasstic;1
;;;;;;;;;;;;;;;;;
546;;;;;;;;;;E.L.I.Z.A.;35USIKEBNSB66FMSWU8T1M8R3K9N6J;118056.0;Oh, i approve of janet jacksons behaviour.;what is your age?;Does that question interest you?;Do you have a sister ?;1
547;;;;;;;;;;E.L.I.Z.A.;3CCZ6YKWR8EPY9IKQ1FJRFZ720H95Q;508445.0;Can you elaborate on that?;have you had sex before;Oh, i had sex before.;with who;1
548;;;;;;;;;;CarbonBot;3PZDLQMM0UGZXA60K2NCVYX3OBTC29;2.6023E+15;What city will you be flying from?;wuhan;I'm not sure about your departure airport.;islamabad;1
549;;;;;;;;;;E.L.I.Z.A.;35L9RVQFCPDZYUQIPEBJC8PBKUIHU6;26084.0;You are sure?;absolutely;Please go on.;no;1
;;;;;;;;;;;;;;;;;
551;;;;;;;;;;CarbonBot;3WAKVUDHUXB255K6C5P7LV0H6RM7UU;3.2321E+15;I'm not sure about your departure airport. What city will you be flying from?;Berlin;And what city will you be flying to?;Montreal;1
;;;;;;;;;;;;;;;;;
553;;;;;;;;;;E.L.I.Z.A.;3OS4RQUCRAA0OZQ6UX6O4XLAFUYFBP;340147.0;Have you tried?;dick;Please go on.;oh what a pickle dear monastery;0
554;;;;;;;;;;E.L.I.Z.A.;369J354OFE50WN569QVYB2ZU28NG64;104635.0;Why do you tell me you were wondering what old im just now?;yes, yes, yes!!!!;You are sure?;no;1
;;;;;;;;;;;;;;;;;
556;;;;;;;;;;E.L.I.Z.A.;3P4RDNWND61QG9Q8JXPQ5IHF3RZJI5;56770.0;Please go on.;ergeg?;Please go on.;i am sure;1
557;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3ZR9AIQJUC4P6WQ7C0DGTCS0Z0T041;412457.0;You are being a bit negative.;we've been here before;Please go on.;I think I will kill you;-3
558;;;;;;;;;;E.L.I.Z.A.;3DBQWDE4Y7TANBMERBYO9GUR7PYN53;121636.0;Please go on.;nothing else to say;Please go on.;how are you;1
;;;;;;;;;;;;;;;;;
560;;;;;;;;;;E.L.I.Z.A.;3R08VXYT7DQFX99B75483JLER7X7WT;404688.0;Please go on.;where?;Please go on.;where i'm going;1
561;;;;;;;;;;E.L.I.Z.A.;3IQ1VMJRYUFM4FU1LX60ZQFTUEIA9X;115545.0;How long have you been stupid?;no;You are being a bit negative.;I don't know anymore i just feel miserable;1
562;;;;;;;;;;E.L.I.Z.A.;3VFJCI1K40UTI63Q1EYWMXQQYV1GR2;159004.0;You are sure?;WHEN I WAS BORN;Why do you tell me you were born just now?;yes;1
;;;;;;;;;;;;;;;;;
564;;;;;;;;;;E.L.I.Z.A.;3PQ8K71NHYF09Y46D3K0VLQD0W0AAC;340471.0;Does it please you to believe I am stupid?;nope;Please go on.;no;1
565;;;;;;;;;;CarbonBot;3P529IW9KZGC18CILAVII0HFROCFLC;2250630128370653;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;sound great;Will you be travelling in Economy Class?;no;1
566;;;;;;;;;;CarbonBot;34S9DKFK74K8PZWY2D3LKDSK2U2NYJ;2457159737744584;And what city will you be flying to?;mumbai;Sorry, I was unable to calculate that.;then what shouldi do;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
569;;;;;;;;;;E.L.I.Z.A.;3HUTX6F6VVI06Z33A7W3QYRKDPD2OX;61643.0;Please go on.;shall we have ?;Please go on.;go where ?;1
570;;;;;;;;;;CarbonBot;3LWJHTCVCDHNS5SVDF3EZMG91UZFQ1;3.49708E+15;Will you be travelling in Economy Class?;ya;What city will you be flying from?;from cairo to alex;1
571;;;;;;;;;;CarbonBot;3JNQLM5FT5HS0E06XFGBYHNQIK82LG;3326148254080022;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;Ya;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Yes;1
572;;;;;;;;;;E.L.I.Z.A.;3LOZAJ85YE8N08HVBYJZ9BIDPTI2X2;335811.0;;Hello eliza i am fiona;How do you do. Please state your problem.;i dont know i dont have a problem;1
573;;;;;;;;;;CarbonBot;36ZN444YTST4HKH5ZAHVDEY12L9OIT;3302099406530691;:-);Stop smiling;ok;intent;1
574;;;;;;;;;;CarbonBot;34V1S5K3GTWLHDIYVKPOJLD7YVS966;2727546234019098;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;sure;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;sure;1
575;;;;;;;;;;E.L.I.Z.A.;3H7XDTSHKDMYQ2KC08829WY7QAGGW5;431269.0;You are being a bit negative.;fuck you;Oh, i [].;really?;1
576;;;;;;;;;;E.L.I.Z.A.;38SKSKU7R2SWBZE8MI13LXU77G4IL6;478825.0;Please go on.;fuck you;Oh, i [].;no;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
579;;;;;;;;;;CarbonBot;3O7L7BFSHFKI5T4G5WEZ824NYJ3EIF;2995597930473112;What city will you be flying from?;Budapest;And what city will you be flying to?;d;1
;;;;;;;;;;;;;;;;;
581;;;;;;;;;;CarbonBot;37TRT2X24RMGT1C2DNX9JVD281FJBW;3508174842530532;I don't have to put up with any abuse from you.;so;so;tel;1
;;;;;;;;;;;;;;;;;
583;;;;;;;;;;E.L.I.Z.A.;3QAVNHZ3ENZH5HVAAU9Q4Z6OU8ZALU;483119.0;How do you do. Please state your problem.;i am sick;Do you think coming here will help you not to be sick?;i am bored;1
584;;;;;;;;;;CarbonBot;3MYYFCXHJ42MH01SQ22JE4FG6HHG4J;737147a043af412cae15eb282c6dd8c1;What city will you be flying from?;From Berlin;And what city will you be flying to?;To London;1
585;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3F1567XTNX0ERV1IAT3MPQUYYW49Q3;256319.0;Does that question interest you?;shut up!!!!!;Please go on.;fuck u;-2
586;;;;;;;;;;E.L.I.Z.A.;3A1PQ49WVICJPXZKNQ1Z16KE9XKH16;413492.0;Oh, i know what is century.;yes;You are sure?;i love you;1
;;;;;;;;;;;;;;;;;
588;;;;;;;;;;E.L.I.Z.A.;3CFJTT4SXULXWEP6IO0T2SC6CWZI7X;381870.0;;the planet not the contry;Please go on.;1001001;1
589;;;;;;;;;;CarbonBot;3N8OEVH1FSLED6S8X5U0XBUNEU8OOO;3b4a7e8ad8154882976b94d990543283;ok;Are you a rasa bot?;Yes, I am a bot! And I'm part of a research project.;Which research project?;1
590;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;CarbonBot;3L4PIM1GQUBT4XOQVKK2TXXU3RRRYB;3331502133581981;I'm not sure about your departure airport. What city will you be flying from?;lax;And what city will you be flying to?;jfk Fuck you;-2
591;;;;;;;;;;CarbonBot;382M9COHEIANEKZGZD3DR5SYSEQEUN;95cbaab0f8cb4cb59a3393e7fc61cafe;What city will you be flying from?;Sydney;I'm not sure about your departure airport. What city will you be flying from?;from Berlin;1
592;;;;;;;;;;E.L.I.Z.A.;3BWI6RSP7H4LG9NKM5A2HDEEK3SE7K;359188.0;How long have you been a chatterbot?;I think you have that backwards;Do you wish to think me?;i think therfor i am;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
595;;;;;;;;;;CarbonBot;3URFVVM166DLPFQCV0HQCFTGGKZZUE;2826762707354032;What city will you be flying from?;Berlin;And what city will you be flying to?;Detroit, with layover in Amsterdam Hello??;1
596;;;;;;;;;;CarbonBot;3MB8LZR5BGONHU4WMLMFYD9KZKTKLJ;3.01786E+15;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;not really;ok;who are you;1
;;;;;;;;;;;;;;;;;
598;;;;;;;;;;CarbonBot;3HSYG7LRBKTCXOME1LAEJDW5AKOKKG;2691742164246176;I don't have to put up with any abuse from you.;You wanna scratch my cock ?;That is your opinion.;So you down ?;0
;;;;;;;;;;;;;;;;;
600;;;;;;;;;;E.L.I.Z.A.;3J88R45B2HTJSFI1DWUB5OQ6039PXB;548196.0;Please go on.;tanks.;Please go on.;Yes.;1
;;;;;;;;;;;;;;;;;
